timestamp,open,high,low,close,volume
2025-04-01T09:30:00,120.0,120.11,119.99,120.1,2460070
2025-04-01T09:45:00,120.1,120.21,120.1,120.2,2335705
2025-04-01T10:00:00,120.2,120.32,120.2,120.31,3941230
2025-04-01T10:15:00,120.31,120.38,120.08,120.16,2008653
2025-04-01T10:30:00,120.16,120.26,120.14,120.25,2324731
2025-04-01T10:45:00,120.25,120.41,120.24,120.4,3012852
2025-04-01T11:00:00,120.4,120.43,120.35,120.38,3359722
2025-04-01T11:15:00,120.38,120.39,120.25,120.26,3107859
2025-04-01T11:30:00,120.26,120.27,120.15,120.16,3742633
2025-04-01T11:45:00,120.16,120.33,120.1,120.27,1815597
2025-04-01T12:00:00,120.27,120.57,120.24,120.54,2616601
2025-04-01T12:15:00,120.54,120.61,120.36,120.43,2173150
2025-04-01T12:30:00,120.43,120.81,120.39,120.77,2022590
2025-04-01T12:45:00,120.77,120.9,120.76,120.89,2032119
2025-04-01T13:00:00,120.89,121.25,120.85,121.21,3737107
2025-04-01T13:15:00,121.21,121.26,121.11,121.16,3551356
2025-04-01T13:30:00,121.16,121.29,120.42,120.55,2708482
2025-04-01T13:45:00,120.55,120.58,120.29,120.32,3124897
2025-04-01T14:00:00,120.32,120.38,120.29,120.34,3868096
2025-04-01T14:15:00,120.34,120.4,119.94,120.0,3185645
2025-04-01T14:30:00,120.0,120.01,119.87,119.88,2346955
2025-04-01T14:45:00,119.88,119.93,119.86,119.92,2494531
2025-04-01T15:00:00,119.92,120.17,119.89,120.13,2042403
2025-04-01T15:15:00,120.13,120.31,120.12,120.3,2467136
2025-04-01T15:30:00,120.3,120.33,120.24,120.27,2688434
2025-04-01T15:45:00,120.27,120.31,120.2,120.23,2302816
2025-04-02T09:30:00,120.23,120.29,120.22,120.28,3355284
2025-04-02T09:45:00,120.28,120.94,120.17,120.83,3261914
2025-04-02T10:00:00,120.83,121.11,120.79,121.07,2192165
2025-04-02T10:15:00,121.07,121.26,121.0,121.19,2710693
2025-04-02T10:30:00,121.19,121.38,121.12,121.31,3136679
2025-04-02T10:45:00,121.31,121.31,121.13,121.13,3443074
2025-04-02T11:00:00,121.13,121.21,121.09,121.16,2349715
2025-04-02T11:15:00,121.16,121.23,120.93,121.0,1877040
2025-04-02T11:30:00,121.0,121.08,120.99,121.06,2306358
2025-04-02T11:45:00,121.06,121.36,121.03,121.32,4062983
2025-04-02T12:00:00,121.32,121.6,121.29,121.57,3373052
2025-04-02T12:15:00,121.57,121.6,121.54,121.57,2749516
2025-04-02T12:30:00,121.57,121.92,121.52,121.88,2435712
2025-04-02T12:45:00,121.88,121.91,121.85,121.89,2391906
2025-04-02T13:00:00,121.89,121.92,121.84,121.88,3203006
2025-04-02T13:15:00,121.88,121.97,121.87,121.96,3954774
2025-04-02T13:30:00,121.96,122.01,121.93,121.98,4194090
2025-04-02T13:45:00,121.98,122.22,121.96,122.2,3022863
2025-04-02T14:00:00,122.2,122.39,122.18,122.38,2063157
2025-04-02T14:15:00,122.38,122.56,122.37,122.55,3305870
2025-04-02T14:30:00,122.55,122.75,122.54,122.74,1952466
2025-04-02T14:45:00,122.74,122.79,122.34,122.39,2715886
2025-04-02T15:00:00,122.39,122.55,122.33,122.49,4130588
2025-04-02T15:15:00,122.49,122.49,122.33,122.33,3865871
2025-04-02T15:30:00,122.33,122.58,122.26,122.5,3436104
2025-04-02T15:45:00,122.5,122.7,122.49,122.69,3088728
2025-04-03T09:30:00,122.69,122.84,122.69,122.83,2067725
2025-04-03T09:45:00,122.83,123.36,122.76,123.29,2843436
2025-04-03T10:00:00,123.29,123.4,122.87,122.99,3902047
2025-04-03T10:15:00,122.99,123.34,122.96,123.3,2432133
2025-04-03T10:30:00,123.3,123.38,123.27,123.35,3990306
2025-04-03T10:45:00,123.35,123.35,123.24,123.24,3889244
2025-04-03T11:00:00,123.24,123.26,123.03,123.05,3261528
2025-04-03T11:15:00,123.05,123.27,122.98,123.2,2166814
2025-04-03T11:30:00,123.2,123.21,123.11,123.11,3668703
2025-04-03T11:45:00,123.11,123.17,122.7,122.76,3072848
2025-04-03T12:00:00,122.76,123.07,122.71,123.03,1846744
2025-04-03T12:15:00,123.03,123.13,123.03,123.13,4029836
2025-04-03T12:30:00,123.13,123.56,123.06,123.5,2538033
2025-04-03T12:45:00,123.5,123.56,123.27,123.34,1939020
2025-04-03T13:00:00,123.34,123.87,123.25,123.78,2005568
2025-04-03T13:15:00,123.78,123.87,123.47,123.55,2966377
2025-04-03T13:30:00,123.55,124.03,123.47,123.95,3638002
2025-04-03T13:45:00,123.95,124.23,123.92,124.19,2108139
2025-04-03T14:00:00,124.19,124.25,123.72,123.78,2436135
